normalized_url,normalized_path,route_family,last_crawled,gsc_submitted,gsc_indexed,indexed_not_submitted,variant_count,clicks,impressions,ctr,position,source_file_exists,current_http_status,current_canonical,target_pillar_id,target_topic,search_intent,migration_action,target_url,redirect_required,evidence_status,publication_status,notes,numeric_class,proposed_base_path,base_family_indexed_count,mapping_notes
https://www.mcpserver.in/glossary/mcp-message-router-62,/glossary/mcp-message-router-62,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-message-router,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-metric-collector-66,/glossary/mcp-metric-collector-66,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-metric-collector,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-metric-export-101,/glossary/mcp-metric-export-101,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-metric-export,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-ml-model-serving-156,/glossary/mcp-ml-model-serving-156,/glossary,2026-07-21,False,True,True,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-ml-model-serving,2,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-ml-model-serving-30,/glossary/mcp-ml-model-serving-30,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-ml-model-serving,2,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-model-registry-162,/glossary/mcp-model-registry-162,/glossary,2026-08-03,False,True,True,1,0.0,5.0,0.0,67.8,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-model-registry,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-monitoring-tool-12,/glossary/mcp-monitoring-tool-12,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-monitoring-tool,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-nosql-db-24,/glossary/mcp-nosql-db-24,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-nosql-db,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-notification-service-69,/glossary/mcp-notification-service-69,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-notification-service,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-object-store-21,/glossary/mcp-object-store-21,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-object-store,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-policy-engine-109,/glossary/mcp-policy-engine-109,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-policy-engine,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-polling-service-88,/glossary/mcp-polling-service-88,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-polling-service,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-process-monitor-97,/glossary/mcp-process-monitor-97,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-process-monitor,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-process-restart-98,/glossary/mcp-process-restart-98,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-process-restart,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-pubsub-system-90,/glossary/mcp-pubsub-system-90,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-pubsub-system,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-push-notification-72,/glossary/mcp-push-notification-72,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-push-notification,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-range-validator-121,/glossary/mcp-range-validator-121,/glossary,2026-07-21,False,True,True,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-range-validator,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-readiness-probe-44,/glossary/mcp-readiness-probe-44,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-readiness-probe,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-replication-service-58,/glossary/mcp-replication-service-58,/glossary,2026-08-02,True,True,True,2,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-replication-service,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-rule-engine-110,/glossary/mcp-rule-engine-110,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-rule-engine,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-schema-registry-61,/glossary/mcp-schema-registry-61,/glossary,2026-08-04,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-schema-registry,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-schema-validator-118,/glossary/mcp-schema-validator-118,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-schema-validator,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-search-engine-10,/glossary/mcp-search-engine-10,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-search-engine,2,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-search-engine-136,/glossary/mcp-search-engine-136,/glossary,2026-07-21,False,True,True,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-search-engine,2,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-secret-management-2,/glossary/mcp-secret-management-2,/glossary,2026-07-21,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-secret-management,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-security-scanner-105,/glossary/mcp-security-scanner-105,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-security-scanner,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-serverless-func-52,/glossary/mcp-serverless-func-52,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-serverless-func,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-sms-gateway-71,/glossary/mcp-sms-gateway-71,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-sms-gateway,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-soc-2,/glossary/mcp-soc-2,/glossary,2026-08-01,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,KEEP_REVIEW,,,,,,SEMANTIC_NUMERIC_TERM,/glossary/mcp-soc-2,1,Numeric token is part of the semantic term; do not strip automatically.
https://www.mcpserver.in/glossary/mcp-socket-adapter-87,/glossary/mcp-socket-adapter-87,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-socket-adapter,1,Legacy generated numeric suffix; requires semantic successor decision.
